Name	On3 Rating	247 Rating	ESPN Rating	Rivals Rating	Position	City	State	Commit Status	Commit Team
Bryce Cain	[89]	[88]	[78]	[5.5]	WR	Mobile	AL	True	Auburn Tigers	
Tye Hylton	[87]	[85]	['-']	[5.7]	OT	Oviedo	FL	False	False	
Devonte Lyons	[87]	[85]	['-']	[5.7]	RB	Saint Augustine	FL	False	False	
Josh Alexander-Felton	[87]	[85]	['-']	[5.7]	DL	Orlando	FL	False	False	
Jay'Quan Bostic	[86]	[86]	['-']	[5.7]	WR	Cincinnati	OH	True	West Virginia Mountaineers	
Aaron Travis	[87]	[85]	['-']	[5.7]	DL	Grenada	MS	True	Southern Miss Golden Eagles	
Tony Mathis	[87]	[85]	['-']	[5.7]	S	Macon	GA	False	False	
Camren Campbell	[86]	[86]	['-']	[5.7]	CB	Tampa	FL	True	Michigan State Spartans	
Brett Carroll	['-']	[88]	[77]	[5.6]	OT	Olathe	KS	True	Minnesota Golden Gophers	
Brandon Heyward	[86]	[86]	[75]	[5.8]	WR	Oak Ridge	TN	False	False	
Jayden Fortier	[88]	[89]	['-']	[5.5]	TE	Tualatin	OR	True	Arizona State Sun Devils	
Dontrell Holt	[90]	[87]	['-']	[5.5]	IOL	Joplin	MO	True	Iowa State Cyclones	
Brody Barnhardt	[87]	[87]	[79]	[5.6]	S	Charlotte	NC	True	Nc State Wolfpack	
Kyle Altuner	[87]	[87]	[79]	[5.6]	IOL	Olney	MD	True	West Virginia Mountaineers	
Preston Watson	[87]	[87]	[79]	[5.6]	DL	Sanford	FL	True	Duke Blue Devils	
Gemyel Allen	[87]	[87]	[79]	[5.6]	IOL	Lawrenceville	GA	True	Duke Blue Devils	
Davi Belfort	[85]	[85]	[81]	[5.8]	QB	Fort Lauderdale	FL	True	Virginia Tech Hokies	
Timajay Hayes	[85]	['-']	[76]	[5.8]	LB	Melbourne	FL	False	False	
Will Smith	[87]	[88]	[75]	[5.6]	EDGE	Choctaw	OK	False	False	
Matthew Fuller	[88]	[88]	[80]	[5.5]	RB	Jesup	GA	True	South Carolina Gamecocks	
Tamarcus Gray	[88]	[85]	[78]	['-']	WR	Texarkana	TX	True	Tulsa Golden Hurricane	
Montreze Smith	[86]	[87]	[78]	['-']	LB	Carrollton	GA	True	Duke Blue Devils	
Jeremy St. Hilaire	[89]	[88]	[77]	[5.5]	QB	Chattanooga	TN	True	Vanderbilt Commodores	
Kyan Berry-Johnson	[86]	[86]	[74]	[5.8]	WR	Bolingbrook	IL	True	Wisconsin Badgers	
Aaron Philo	[85]	[87]	[76]	[5.7]	QB	Bogart	GA	True	Georgia Tech Yellow Jackets	
Noah Jenkins	[86]	[86]	[76]	[5.7]	S	Highland Springs	VA	True	Virginia Tech Hokies	
Jacob Boyce	[86]	[86]	[76]	[5.7]	CB	Douglasville	GA	True	West Virginia Mountaineers	
Tycoolhill Luman	[86]	[86]	[76]	[5.7]	DL	Miami	FL	True	Rutgers Scarlet Knights	
Steven Soles	[88]	[86]	[78]	[5.6]	LB	Powell	TN	False	False	
Fred Clark	[89]	[85]	[78]	[5.6]	LB	Winona	MS	True	Mississippi State Bulldogs	
Blake Barnett	[88]	[86]	[78]	[5.6]	QB	Erie	CO	True	Kansas State Wildcats	
Cameron Monteiro	[87]	[87]	[78]	[5.6]	WR	Brockton	MA	True	Pittsburgh Panthers	
Josaiah Knight	[88]	[86]	[78]	[5.6]	EDGE	Tallahassee	FL	False	False	
Desmond Jackson	[88]	[86]	[78]	[5.6]	IOL	Clemmons	NC	True	North Carolina Tar Heels	
Damien McDaniel	[86]	[87]	['-']	['-']	CB	Hitchcock	TX	True	Unlv Rebels	
Lorenzo Cowan	[87]	[86]	['-']	['-']	EDGE	Savannah	GA	False	False	
Lloyd Avant	[87]	[86]	['-']	['-']	RB	Humble	TX	True	Tulsa Golden Hurricane	
Tito Williams	[87]	[86]	['-']	['-']	S	Chattanooga	TN	False	False	
Amontrae Bradford	[87]	[86]	['-']	['-']	EDGE	Statesboro	GA	False	False	
Guiseann Mirtil	[86]	[87]	['-']	['-']	TE	Winter Haven	FL	False	False	
Marcellus Nash	[87]	[86]	['-']	['-']	EDGE	Richmond	VA	True	James Madison Dukes	
Meikhi Cuttino	[88]	[85]	['-']	['-']	LB	Paramus	NJ	False	False	
Britain Simmons	[87]	[86]	['-']	['-']	WR	Jasper	TX	False	False	
Therrian Alexander III	[86]	[87]	['-']	['-']	S	Decatur	GA	False	False	
Evan Lawrence	[88]	[85]	['-']	['-']	OT	Danville	IN	True	Indiana Hoosiers	
Elijah King	[87]	[86]	[77]	['-']	EDGE	Gahanna	OH	True	Rutgers Scarlet Knights	
Jamorie Flagg	[85]	[86]	[79]	[5.7]	DL	Miami	FL	True	Florida State Seminoles	
Bradley Smith	[85]	[86]	[79]	[5.7]	IOL	Newnan	GA	True	Duke Blue Devils	
Web Davidson	[85]	['-']	['-']	[5.7]	OT	Macon	GA	False	False	
Darius Jones	[86]	[86]	[75]	[5.7]	LB	Baltimore	MD	True	Wake Forest Demon Deacons	
Jabari Murphy	[87]	[87]	['-']	[5.6]	WR	Eclectic	AL	False	False	
Traville Frederick Jr.	[87]	[87]	['-']	[5.6]	TE	Jeanerette	LA	True	Tulane Green Wave	
Demetrius John	[88]	[86]	['-']	[5.6]	DL	Columbus	OH	True	Illinois Fighting Illini	
DJ McCormick	[88]	[86]	['-']	[5.6]	LB	Rockledge	FL	True	Ucf Knights	
Sire Gaines	[88]	[86]	['-']	[5.6]	LB	Perris	CA	False	False	
Caleb Redd	[87]	[87]	['-']	[5.6]	EDGE	Saint Louis	MO	True	Kentucky Wildcats	
David Abajian	[88]	[86]	['-']	[5.6]	IOL	Los Angeles	CA	True	Oregon State Beavers	
Javon Hammonds	[88]	[86]	['-']	['-']	EDGE	Wayne	OH	False	False	
Willie Rodriguez	[87]	[87]	['-']	[5.6]	TE	Covington	KY	True	Kentucky Wildcats	
Adedamola Ajani	[87]	[87]	['-']	[5.6]	IOL	Indianapolis	IN	True	Indiana Hoosiers	
Miles Sillas	[87]	[87]	['-']	[5.6]	LB	Hortonville	WI	False	False	
Benjamin York	[88]	[86]	['-']	[5.6]	OT	Burke	VA	True	Virginia Cavaliers	
Alex Foster	[89]	[85]	['-']	[5.6]	DL	Greenville	MS	True	Baylor Bears	
Zahir Rainer	[87]	[87]	[77]	[5.6]	S	Richmond	VA	True	Minnesota Golden Gophers	
Jaden Hart	[87]	[87]	[77]	[5.6]	RB	Michigan City	IN	True	Syracuse Orange	
Micah Ford	[89]	[85]	[77]	[5.6]	ATH	Toms River	NJ	True	Stanford Cardinal	
Taebron Bennie-Powell	[86]	[88]	[77]	[5.6]	ATH	West Chester	OH	True	Notre Dame Fighting Irish	
Brooklyn Cheek	[87]	[87]	[77]	[5.6]	S	Modesto	CA	True	California Golden Bears	
Pat Schaller	[86]	[88]	[77]	[5.6]	TE	Northbrook	IL	True	Northwestern Wildcats	
Vernon Woodward	[87]	[87]	[77]	[5.6]	CB	Orange City	FL	True	Illinois Fighting Illini	
Eric Mensah	[88]	[88]	[79]	[5.5]	DL	Stafford	VA	False	False	
Tyler Carter	['-']	[88]	[75]	[5.6]	EDGE	Vicksburg	MS	True	Mississippi State Bulldogs	
Deryc Plazz	[85]	[86]	[78]	[5.7]	OT	Jacksonville	FL	False	False	
Casey Etienne	[88]	[86]	[76]	[5.6]	S	Fort Lauderdale	FL	False	False	
Fred Johnson	[87]	[87]	[76]	[5.6]	OT	Cleveland	OH	True	Louisville Cardinals	
Allen Bryant	[89]	[85]	[76]	[5.6]	CB	Fort Lauderdale	FL	True	Pittsburgh Panthers	
Corey Smith	[87]	[87]	[76]	[5.6]	WR	Brownsburg	IN	True	Minnesota Golden Gophers	
Keaton Roskop	[89]	[85]	[76]	[5.6]	TE	Marion	IA	True	Iowa State Cyclones	
Mo Saine	[88]	[86]	[76]	[5.6]	DL	Eden Prairie	MN	True	Minnesota Golden Gophers	
Reece Vander Zee	[87]	[87]	[76]	[5.6]	WR	Rock Rapids	IA	True	Iowa Hawkeyes	
Luke Masterson	[87]	[87]	[76]	[5.6]	OT	Brentwood	TN	True	North Carolina Tar Heels	
Payton Stewart	[87]	[87]	[76]	[5.6]	OT	Kelso	WA	True	Northwestern Wildcats	
Xavier Williams	[87]	[87]	[76]	[5.6]	RB	Saint John	IN	True	Iowa Hawkeyes	
Daniel James	[89]	[87]	[78]	[5.5]	CB	Powder Springs	GA	True	Cincinnati Bearcats	
Timothy Carpenter	[87]	[89]	[78]	[5.5]	QB	Madison	OH	True	Indiana Hoosiers	
Kevin Levy	[88]	[88]	[78]	[5.5]	CB	West Palm Beach	FL	False	False	
Kason Stokes	[88]	[88]	[78]	[5.5]	WR	Riverview	FL	True	Ucf Knights	
Landen Marshall	[86]	[85]	[77]	[5.7]	DL	Andalusia	AL	True	Georgia Tech Yellow Jackets	
Jivan Baly	[85]	[86]	['-']	[5.7]	CB	Norcross	GA	True	Nc State Wolfpack	
Gerald Modest	[85]	[86]	['-']	[5.7]	RB	Miami	FL	False	False	
Devin Collier	[86]	[85]	['-']	[5.7]	ATH	Albany	GA	False	False	
Sandy Lewis	[86]	[85]	['-']	[5.7]	EDGE	Lafayette	LA	False	False	
Michai Boireau	[86]	[87]	[79]	[5.6]	DL	Fairburn	GA	True	Florida Gators	
Jensen Somerville	[88]	[87]	[80]	[5.5]	OT	Lehi	UT	True	Ucla Bruins	
Zae Jennings	[88]	[86]	[75]	[5.6]	ATH	Cincinnati	OH	True	West Virginia Mountaineers	
Khalil Conley	[88]	[87]	[80]	[5.5]	CB	Arden	NC	True	North Carolina Tar Heels	
Turran Williams	[88]	[88]	['-']	[5.5]	LB	Pasadena	CA	True	Arizona Wildcats	
Darius Wiley	[89]	[87]	['-']	[5.5]	EDGE	Radcliff	KY	False	False	
Jason Cross	[88]	[88]	['-']	[5.5]	S	Pittsburgh	PA	True	West Virginia Mountaineers	
Joseph Anderson	[88]	[88]	['-']	[5.5]	EDGE	Saint Louis	MO	True	Iowa Hawkeyes	
Jacobi Murray	[86]	[87]	[78]	[5.6]	DL	Atlanta	GA	True	Stanford Cardinal	
Jude Foster	[86]	[87]	[78]	[5.6]	OT	Baton Rouge	LA	True	Ole Miss Rebels	
Kobe Branham	[87]	[86]	[78]	[5.6]	IOL	Fort Smith	AR	True	Arkansas Razorbacks	
Trelain Maddox	[87]	[85]	[78]	['-']	ATH	Buford	GA	True	Georgia Tech Yellow Jackets	
Gavin Hoffman	[88]	[88]	[76]	[5.5]	TE	Overland Park	KS	True	Iowa Hawkeyes	
Moritz Schmoranzer	['-']	[87]	[77]	[5.6]	OT	Roanoke	VA	True	Pittsburgh Panthers	
Romanas Frederique	['-']	[87]	[77]	[5.6]	CB	Deerfield Beach	FL	True	Miami Hurricanes	
Mike Gerald	['-']	[87]	[77]	[5.6]	ATH	Katy	TX	True	Minnesota Golden Gophers	
Larry Tarver	[84]	[86]	['-']	[5.8]	CB	Miami	FL	True	Maryland Terrapins	
Antonio White	[82]	[88]	[79]	[5.7]	WR	Lilburn	GA	True	Rutgers Scarlet Knights	
Simeon Coleman	[85]	[86]	[75]	[5.7]	LB	Hyattsville	MD	True	Cincinnati Bearcats	
Judah Jenkins	[86]	[85]	[75]	[5.7]	CB	Olney	MD	True	Indiana Hoosiers	
Graham Knowles	[87]	[85]	[80]	[5.6]	QB	Southlake	TX	True	Georgia Tech Yellow Jackets	
Montay Weedon	[87]	['-']	['-']	[5.6]	LB	Silver Spring	MD	True	Cincinnati Bearcats	
Enzo Hall	[87]	['-']	['-']	[5.6]	OT	Thousand Oaks	CA	False	False	
Dillan Johnson	[87]	[86]	[77]	[5.6]	DL	Joliet	IL	True	Northwestern Wildcats	
Tashi Braceful	[86]	[87]	[77]	[5.6]	WR	Southfield	MI	True	Toledo Rockets	
Jesse Perry	[89]	[84]	[77]	[5.6]	OT	Murfreesboro	TN	True	Tennessee Volunteers	
Keelan Smith	[87]	[86]	[77]	[5.6]	ATH	Liberty	MO	True	Nebraska Cornhuskers	
Red Martel	[87]	[86]	[77]	[5.6]	RB	Beggs	OK	True	Kansas Jayhawks	
Jalen Smith	[87]	[86]	[77]	[5.6]	WR	Mankato	MN	True	Minnesota Golden Gophers	
Aidan Banfield	[88]	[87]	[79]	[5.5]	IOL	Alpharetta	GA	True	North Carolina Tar Heels	
Rodney Fields	[89]	[86]	[79]	[5.5]	RB	Oklahoma City	OK	True	Oklahoma State Cowboys	
Deuce Walker	[86]	[87]	['-']	[5.6]	CB	Salisbury	NC	False	False	
Zachaun Williams	[88]	[85]	['-']	[5.6]	CB	Tyler	TX	False	False	
Julius Tate	[86]	[87]	['-']	[5.6]	IOL	Greenville	SC	True	Northwestern Wildcats	
Kevon Gray	[87]	[86]	['-']	[5.6]	CB	Atlanta	GA	True	Virginia Cavaliers	
Legend Journey	[87]	[86]	['-']	[5.6]	DL	Mansfield	TX	False	False	
Jordan Ward	[90]	[83]	['-']	[5.6]	ATH	Memphis	TN	False	False	
Diore Hubbard	[86]	[87]	['-']	[5.6]	RB	Gahanna	OH	True	West Virginia Mountaineers	
Ryan Hughes	[86]	[87]	['-']	[5.6]	OT	The Woodlands	TX	True	Tcu Horned Frogs	
Dillon Hipp	[86]	[87]	['-']	[5.6]	TE	Scottsdale	AZ	False	False	
Cole McConathy	[88]	[85]	['-']	[5.6]	EDGE	Spanish Fort	AL	False	False	
Carson Bruhn	[87]	[86]	['-']	[5.6]	TE	Sioux Center	IA	True	Kansas Jayhawks	
Ryan Jostes	[86]	[87]	['-']	[5.6]	OT	Washington	MO	True	Missouri Tigers	
Jonathan Kabeya	[87]	[85]	[77]	['-']	ATH	Colleyville	TX	False	False	
Nijrell Eason II	[86]	[86]	['-']	['-']	CB	Gilbert	AZ	False	False	
Xai'Shaun Edwards	[86]	[86]	['-']	['-']	RB	League City	TX	False	False	
Corey Myrick	[86]	[86]	['-']	['-']	CB	Cincinnati	OH	True	Marshall Thundering Herd	
Rashad Westbrooks	[86]	[86]	['-']	['-']	IOL	Los Angeles	CA	False	False	
Tanner Williams	[86]	[86]	['-']	['-']	LB	Santa Ana	CA	False	False	
Shae Terry	[87]	[85]	['-']	['-']	CB	Gaithersburg	MD	False	False	
Brendan Zurbrugg	[87]	[85]	['-']	['-']	QB	Alliance	OH	True	Northwestern Wildcats	
Stratton Shufelt	[87]	[85]	['-']	['-']	LB	Rio Rancho	NM	False	False	
Donte Ferrell	[87]	[85]	['-']	['-']	WR	Cincinnati	OH	True	Colorado State Rams	
Briley Brown	[85]	[87]	['-']	['-']	IOL	Helotes	TX	True	Utsa Roadrunners	
DaMontre Patterson	[87]	[85]	['-']	['-']	WR	Ada	OK	False	False	
Donovan Hamilton	[87]	[85]	['-']	['-']	WR	Fishers	IN	False	False	
Swazy Carheel	[87]	[85]	['-']	['-']	EDGE	Many	LA	False	False	
Nathan Knapik	[86]	[86]	['-']	['-']	OT	Kennewick	WA	False	False	
Jewlyen Thomas-Roberts	[86]	[86]	['-']	['-']	TE	Richardson	TX	False	False	
Israel Hiraldo	[86]	[86]	['-']	['-']	WR	Providence	RI	False	False	
Elijah Lee	[87]	[85]	['-']	['-']	CB	Kennesaw	GA	True	Coastal Carolina Chanticleers	
Deylen Platt	[86]	[86]	['-']	['-']	CB	Venice	FL	False	False	
Eze Osondu	[86]	[86]	['-']	['-']	LB	Trophy Club	TX	True	California Golden Bears	
Bernard Causey	[87]	[86]	[76]	[5.6]	CB	New Orleans	LA	True	Ole Miss Rebels	
Albert Smith	[88]	[85]	[76]	[5.6]	LB	Ponchatoula	LA	True	Arizona State Sun Devils	
Gideon Ituka	[87]	[86]	[76]	[5.6]	RB	Gaithersburg	MD	True	Wisconsin Badgers	
Montele Johnson	[87]	[86]	[76]	[5.6]	LB	West Bloomfield	MI	True	Rutgers Scarlet Knights	
Josh Harrison	[87]	[86]	[76]	[5.6]	EDGE	Arden	NC	True	Wake Forest Demon Deacons	
Trey Jackson	[87]	[86]	[76]	[5.6]	TE	Dallas	TX	True	Texas Tech Red Raiders	
Jaylen Neal	[87]	['-']	[76]	[5.6]	ATH	Buford	GA	False	False	
Shaun Boykins	[87]	[88]	[78]	[5.5]	WR	Radcliff	KY	True	Louisville Cardinals	
Evan Taylor	[87]	[88]	[78]	[5.5]	CB	Waxhaw	NC	True	Nebraska Cornhuskers	
Jeremiah Melvin	[88]	[88]	[77]	[5.4]	WR	Fayetteville	NC	True	Wake Forest Demon Deacons	
Tyclean Luman	[85]	[85]	[77]	[5.7]	EDGE	Miami	FL	True	Rutgers Scarlet Knights	
Kamari McClellan	[85]	[87]	[79]	[5.6]	QB	Pinson	AL	False	False	
Ryan Howard	[86]	[86]	[79]	[5.6]	IOL	Downingtown	PA	True	Kansas State Wildcats	
